Lost Art ID;Hersteller/Künstler/Autor:in;Datierung;Beschreibung;namen_neu;Q_Nummer;lat0;long0;lat1;long1;lat2;long2;lat3;long3;lat4;long4;lat5;long5
579057;Gauermann, Friedrich [Künstler:in];1860 [Datierung];Literatur: Hradní Muzeum Český Krumlov (ISBN 978-80-85033-29-8), mit Abb.;Friedrich Gauermann;Q669760;52.516667;13.383333;48.0;14.0;null;null;null;null;null;null;null;null
576493;Fendi, Peter [Künstler:in];;"FarbenskizzeLiteratur: Ausstellungskatalog ""Deutsche Malerei in Österreich. Von Waldmüller bis Faistauer"", Galerie Welz, Salzburg (Sommer 1938, Kat. Nr. 46: Peter Fendi, ""Blindekuh, Oel"" (Abb.)";Peter Fendi;Q453650;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
584382;Canaletto, Antonio [Künstler:in];;"Auf der Rückseite Aufkleber mit Inventarnummer und Siegel (sh. PDF ""GoudstikkerArtResearchProject.PDF"").";Antonio Canaletto;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
595964;Campo, Giovanni di Filippo del [Künstler:in];;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Giovanni di Filippo del Campo;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
583653;Ryckaert, David (zugeschrieben) [Künstler:in];;Tobias überreicht seinem vor ihm knienden Sohn sein Testament mit segnender Gebärde, im Hintergrund Türme einer Kirche in den letzten Strahlen des Abendrots, unbezeichnet;David Ryckaert (?);Q20205301;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
308031;Siberechts, Jan [Künstler:in];;Felsiger Waldgrund, rechts nach einer weiten besonnten Hügellandschaft abfallend. In der Mitte vorn reitende Hirtin, die eine Kuhherde, von einem Hirten begleitet, anführt.;Jan Siberechts;Q1347599;52.516667;13.383333;51.221111111;4.399722222;53.833333333;-2.416666666;null;null;null;null;null;null
586787;Hartkopf, ? [Künstler:in];;;Hartkopf (?);Q1587208;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
584365;Breitner, George Hendrik [Künstler:in];1903 [Datierung];"signiert; auf der Rückseite Aufkleber mit Inventarnummer und Siegel (sh. PDF ""GoudstikkerArtResearchProject.PDF"")";George Hendrik Breitner;Q289441;52.516667;13.383333;40.712777777;-74.006111111;52.516666666;13.383333333;48.856666666;2.352222222;50.846666666;4.351666666;52.366666666;4.883333333
308004;Hagen, Joris van der [Künstler:in];;Rechts breiter Waldweg zwischen hohen Bäumen, auf dem eine Schafherde nach vorne getrieben wird. Links abfallendes Wiesen- und Buschgelände, im Hintergrund ein Dorf und weite, hügelige Landschaft. Heller Himmel mit bräunlichen Wolken. Goldrahmen. Ehemals Martensdijk, Sammlung F. Lugt.;Joris van der Hagen;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
578983;Hamilton, Johann Georg de [Künstler:in];1710 [Datierung];"Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.; The Hamilton Brothers- aristocratic hunting paintings in the 18th Century“, Ludmila Ourodová-Hronková (ISBN 978-80-85033-73-1), mit Abb.";Johann Georg de Hamilton;Q12059431;52.516667;13.383333;52.516666666;13.383333333;50.846666666;4.351666666;48.208333333;16.3725;null;null;null;null
584361;Bray, Jan de [Künstler:in];1665 [Datierung];"Signiert: Aetatis 63 - An 1665 - I. DV BRAI; Auf der Rückseite Aufkleber mit Inventarnummer und Siegel (sh. PDF ""GoudstikkerArtResearchProject.PDF"")";Jan de Bray;Q541789;52.516667;13.383333;52.366666666;4.883333333;52.380277777;4.640555555;null;null;null;null;null;null
592031;Walscapelle, Jacob van [Künstler:in];;;Jacob van Walscapelle;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
585631;Siberechts, Jan [Künstler:in];1691 [Datierung];"Signiert und datiert 1691; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Jan Siberechts;Q1347599;52.516667;13.383333;51.221111111;4.399722222;53.833333333;-2.416666666;null;null;null;null;null;null
585170;Molenaer, Klaes [Künstler:in];;"signiert; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Klaes Molenaer;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
522246;Duynen, Isaac van [Künstler:in];1651 [Datierung];Ausstellung Galerie Stern, Gemälde Niederländischer Meister P. Brueghel bis B.C. Koekkoek, 12. Oktober-30. November 1934, lot 19, and Gemälde alter und neuer Meister, 22 Juni-31. August 1935, nr. 38, plate. 16.;Isaac van Duynen;Q6077442;52.516667;13.383333;41.893055555;12.482777777;52.08;4.31;null;null;null;null;null;null
527256;Moucheron, Isaac de [Künstler:in];;Gruppe von Frauen, die einen Reiter empfangen Literatur: Walther Bernt, Die Niederländischen Maler des 17. Jahrhunderts, München 1948, Nr. 564;Isaac de Moucheron;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
594406;Lang, Johann Nepomuk [Künstler:in];1849 [Datierung];bezeichnet: Joh. Lang 1849;Johann Nepomuk Lang;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
577862;Heckel, Erich [Künstler:in];;;Erich Heckel;Q156700;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
449571;Adrion, Lucien [Künstler:in];;"rechts Tribünen; links unten bezeichnet: Adrion";Lucien Adrion;Q47310030;52.516667;13.383333;52.516666666;13.383333333;51.507222222;-0.1275;48.856666666;2.352222222;48.1375;11.575;48.573333333;7.752222222
578969;Berger, Petr Václav [Künstler:in];1700/1750 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Petr Václav Berger;Q128600212;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
586776;Blažíček, Oldřich [Künstler:in];;;Oldřich Blažíček;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
595942;Berchem, Claes [Künstler:in];;"im Mittelgrund zwei römische Hirten und Hirtinnen mit Maultieren, Kühen, Ziegen und Hund. Im Hintergrund Berge und ein römisches Kastell; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Claes Berchem;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
591975;Ribera, Jusepe de [Künstler:in];;Karteikarte Nr. 117: Giuseppe da Ribera, Öl auf Leinwand, Zwerg mit Hund;Jusepe de Ribera;Q297838;52.516667;13.383333;41.893055555;12.482777777;40.835833333;14.248611111;44.801472222;10.328;39.47;-0.376388888;null;null
448974;Pissarro, Camille Jacob [Künstler:in];;"Quelle: PL - AP Wrocław, RW, I/9971; I/16886; Frühjahrs-Ausstellung im Kunst-Salon Ernst Arnold, Dresden. Dresden 1899. Nr. 26; Bernhard Echte, Walter Feilchenfeldt (Hrsg.): Man steht da und staunt. Kunstsalon Cassirer. Die Ausstellungen. Band 2: 1901-1905. Wädenswil 2011. Ausstellung Camille Pissarro. 03.03. bis 04.04.1904. S.453-474, hier S.453, 473 (keine Abbildung). Vgl. Ludovic Rodo Pissarro, Lionello Venturi: Camille Pissarro. Son art - Son Oeuvre. Paris 1939. Kat. Nr. 354; Joachim Pissarro, Claire Durand-Ruel Snollaerts, Wildenstein Institute (Hrsg.): Pissarro. Critical catalogue of paintings. Band 2. Paris, Mailand 2005. Kat. Nr. 454; Richard R. Brettell: Pissarro and Pontoise. New Haven London 1990. S.95.";Camille Jacob Pissarro;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
578986;Hamilton, Johann Georg de [Künstler:in];1705 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Johann Georg de Hamilton;Q12059431;52.516667;13.383333;52.516666666;13.383333333;50.846666666;4.351666666;48.208333333;16.3725;null;null;null;null
594430;"Rotari, Pietro Antonio (Conte) [Künstler:in]
Rotary, Peter von [Künstler:in]";;"zwei Mädchen, ein Jüngling; verso ggfs. alte Schlossinventarnummern und Besitzvermerke: Königlich-sächsische Secondogenitur oder Königliche Garde-Meubles-Verwaltung";;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
583672;Techmeier, W. [Künstler:in];;bezeichnet;W Techmeier;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
579059;Gauermann, Friedrich [Künstler:in];1860 [Datierung];Literatur: Hradní Muzeum Český Krumlov (ISBN 978-80-85033-29-8), mit Abb.;Friedrich Gauermann;Q669760;52.516667;13.383333;48.0;14.0;null;null;null;null;null;null;null;null
580187;Corinth, Lovis [Künstler:in];1910 [Datierung];"weiße ovale Kristallvase mit zwei Rosen und Chrysanthemen, rechts ein weißes Alpenveilchen auf dunkler Tischplatte, in Berlin gemalt (siehe Werkverzeichnis-Nr. 436)Ausstellungen: Kunstsammlungen der Stadt Königsberg, 1924; National-Galerie Berlin, 1926 (Nr. 185: Besitzer Hugo Winter)Literatur: Berend-Corinth, Corinth-Werkverzeichnis, 1992, Nr. 436 (mit Abb.)";Lovis Corinth;Q157610;52.516667;13.383333;52.516666666;13.383333333;48.856666666;2.352222222;52.366666666;4.883333333;48.1375;11.575;52.380277777;4.640555555
589410;Slevogt, Max [Künstler:in];1900 [Datierung];"Goldrahmen, signiert und datiert (l.u.): M.S., 1900; „Auf einem weißen Tuch schläft ein kleines schwarzes und langhaariges Hündchen, wahrscheinlich ein Langhaarschnauzer oder ein Terrier. Souverän nutzt der impressionische Maler das einfallende Sonnenlicht, um zu zeigen, wie dadurch das von weiß über ocker, hellbraun und dunkelbraun variierende Fell, sich auch als farbiger Schatten im hellen Laken reflektiert“ (UW).";Max Slevogt;Q703356;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
580668;Partikel, Alfred [Künstler:in];;;Alfred Partikel;Q111073;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
405740;Manet, Edouard [Künstler:in];1881 [Datierung];;Edouard Manet;Q47508408;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
595963;Dou, Gerrit (zugeschrieben) [Künstler:in];;"oval; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Gerrit Dou (?);Q335927;52.516667;13.383333;52.16;4.49;null;null;null;null;null;null;null;null
594404;Haug, Robert von [Künstler:in];;bezeichnet: Mr. Haug;Robert von Haug;Q14906776;52.516667;13.383333;48.7775;9.18;null;null;null;null;null;null;null;null
584872;Hackaert, Jan [Künstler:in];;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Jan Hackaert;Q1351444;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
581594;Thoma, Hans [Künstler:in];1884 [Datierung];Wiesenbach mit blumenpflückenden Mädchen. Rechts unten monogrammiert: H. T. H. 84. Abgebildet bei Thode: Hans Thoma Klass. D. Kunst, St. 213.;Hans Thoma;Q678094;52.516667;13.383333;49.016666666;8.4;null;null;null;null;null;null;null;null
578976;Hamilton, Johann Georg de [Künstler:in];1700/1730 [Datierung];"Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.; The Hamilton Brothers- aristocratic hunting paintings in the 18th Century“, Ludmila Ourodová-Hronková (ISBN 978-80-85033-73-1), mit Abb.";Johann Georg de Hamilton;Q12059431;52.516667;13.383333;52.516666666;13.383333333;50.846666666;4.351666666;48.208333333;16.3725;null;null;null;null
307999;Diziani, Gaspare [Künstler:in];;Links antikes Ruinengemäuer, davor Joseph und Maria mit dem Kind, dem sich die drei Könige anbetend nähern. Rechts Volksmassen und Krieger, vom Himmel herabschwebend Engelchor. Goldrahmen.;Gaspare Diziani;Q744250;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
589414;Slevogt, Max [Künstler:in];1902 [Datierung];"bez: Slevogt (links unten);„An einem Ast sind sie an ihren Füssen mit dem Kopf nach unten aufgehängt, zwei Falken, die von Max Slevogt (wahrscheinlich in Begleitung von Eduard Fuchs) in den Wäldern der Pfalz geschossen wurden. Raffiniert die Komposition, der obere Falke wird von der weißen Vorderseite gezeigt, der untere von seiner braunschwarzen Rückseite. Doch im Bild dominiert der blaue, wolkenbedeckte Himmel“. (UW)";Max Slevogt;Q703356;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
449599;Netscher, Caspar [Künstler:in];;"Bildnis eines Herren im roten Sessel sitzend; gestickter Rock, Spitzenjabot, rechts Hund und Ausblick in Parklandschaft.";Caspar Netscher;Q217715;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
297635;Thoma, Hans [Künstler:in];1890 [Datierung];"Brustbild eines kleinen Mädchens, das den Kopf auf die rechte Schulter sinken lässt und mit großen fragenden Augen den Beschauer ansieht. Bekleidet mit einem Leinenkittel, rotbraunes Haar, dunkler Grund; bez. „H. Th. 90“; nicht bei Thode; Ausstellung H. Thoma, Berlin 1922, Nr. 152";Hans Thoma;Q678094;52.516667;13.383333;49.016666666;8.4;null;null;null;null;null;null;null;null
449570;Adrion, Lucien [Künstler:in];;Rechts unten bezeichnet: Adrion 26;Lucien Adrion;Q47310030;52.516667;13.383333;52.516666666;13.383333333;51.507222222;-0.1275;48.856666666;2.352222222;48.1375;11.575;48.573333333;7.752222222
578985;Hamilton, Johann Georg de [Künstler:in];1704 [Datierung];"Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.; The Hamilton Brothers- aristocratic hunting paintings in the 18th Century“, Ludmila Ourodová-Hronková (ISBN 978-80-85033-73-1), mit Abb.";Johann Georg de Hamilton;Q12059431;52.516667;13.383333;52.516666666;13.383333333;50.846666666;4.351666666;48.208333333;16.3725;null;null;null;null
572490;Albani, Francesco (1578) [Künstler:in];;Schlafende Venus im Vordergrund einer Landschaft. Vor einer hohen Baumgruppe, in deren Ästen drei kletternde Amoretten Früchte pflücken, ist ein rotes Zelt improvisiert, unter dem die nackte Göttin auf blauer Decke und rotem Polster schlafend ausgestreckt liegt. Drei Amoretten, die sie bewachen (eine hütet das Schmuckkästchen) schauen erstaunt auf einen jungen Hirten, der in brauner flatternder Gewandung, seinen Hund an der Leine, von links herantritt, geführt von einem Amor. Links unter Baumgruppe spielen Amoretten mit dem goldenen Muschelwagen der Göttin. Nach hinten weite Sicht in eine Berglandschaft. Quelle: Lempertz Auktion, Gemälde Alter Meister, Porzellan / Fayence, Katalog 403, 30.11.1939, Lot 1;Francesco Albani;Q358147;52.516667;13.383333;41.893055555;12.482777777;44.493888888;11.342777777;43.771388888;11.254166666;45.156388888;10.791111111;42.418611111;12.104166666
585264;"Pluym, Karel van der [Künstler:in]
Rijn, Rembrandt Harmensz. van (zugeschrieben) [Künstler:in]";;Auf der Rückseite Aufkleber mit Inventarnummer und Siegel.;;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
586408;Haanen, Remigius Adrianus van [Künstler:in];;signiert;Remigius Adrianus van Haanen;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
576183;Quast, Pieter Jansz. [Künstler:in];;signiertQuelle: WGA Akte;Pieter Jansz Quast;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
237543;Breyer, Robert [Künstler:in];1912 [Datierung];"Signiert und datiert: 1912; Goldrahmen";Robert Breyer;Q1703739;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
583635;Müller, August [Künstler:in];;bezeichnet;August Müller;Q68107;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
573863;Guercino, Giovanni Francesco [Künstler:in];;In zwei einzelnen Gegenstücken. 1. M a r i a, lebensgroße Kniefigur, in braunviolettem Kleid, blauem, lose umgeworfenem Umhang, weißem Kopftuch, steht leicht nach links gewendet, ein aufgeschlagendes Buch in den Händen, lesend vor olivgrünem Grunde. 2. D e r E n g e l G a b r i e l, ebenfalls lebensgroße Kniefigur, in organgefarbenem, unter den Brüsten gegürtetem, grün gesäumtem, halsfreiem Oberkleid, mit großen, entfalteten Flügeln und reichem, blondem Lockenhaar, tritt schreitend, einen großen Lilienstengel in der gesenkten Rechten, von links her heran, seine leicht geöffneten Lippen sprechen den Englischen Gruß aus. Zwei Pendants.Quelle: Lempertz Auktion, Gemälde Alter Meister, Porzellan / Fayence, Katalog 403, Lot 20;Giovanni Francesco Guercino;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
534367;Modersohn, Otto [Künstler:in];;Quelle: PL - AP Wrocław, RW, I/16886.;Otto Modersohn;Q71425;52.516667;13.383333;53.1167;9.05833;53.222222222;8.927777777;null;null;null;null;null;null
583473;Corinth, Lovis [Künstler:in];1919 [Datierung];"Der rostrote Kater 'Strolch' in der Hand Wilhelmines; bez. o. l.: Lovis Corinth 1919";Lovis Corinth;Q157610;52.516667;13.383333;52.516666666;13.383333333;48.856666666;2.352222222;52.366666666;4.883333333;48.1375;11.575;52.380277777;4.640555555
586786;Beran, Paul [Künstler:in];;;Paul Beran;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
585191;Noort, Pieter Pietersz van [Künstler:in];;"signiert; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Pieter Pietersz van Noort;Q108574618;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
530016;Teniers d. J., David - Art des [Künstler:in];;;David - Teniers the Younger (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
576180;Gogh, Vincent van [Künstler:in];;signiertQuelle: WGA Akte;Vincent van Gogh;Q5582;52.516667;13.383333;51.507222222;-0.1275;48.856666666;2.352222222;50.846666666;4.351666666;52.366666666;4.883333333;51.5706;4.6356
596005;Magnasco, Alessandro [Künstler:in];;"Wasserlauf in romantischem Felstal mit Wachtürmen und kastellartigen Gebäuden; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Alessandro Magnasco;Q516941;52.516667;13.383333;45.466944444;9.19;44.407186111;8.933983333;43.771388888;11.254166666;null;null;null;null
585632;Sorgh, Hendrick Martensz [Künstler:in];;"Bauernküche, ein Faß, Schüssel mit Wurst, Topf mit Schmalz, Kohl, Möhren und anderes Gemüse im Vordergrund, rechts hinten drei Männer und Frau mit Kind vor einem Kamin; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Hendrick Martensz Sorgh;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
583585;Clemens, H. [Künstler:in];;bezeichnet;H Clemens;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
582656;Renoir, Auguste [Künstler:in];;bezeichnet;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
573878;Zoffany, Johann [Künstler:in];;Kniebild einer sitzenden jungen Dame in weißem, mit farbigen Blumen und Streifen durchwirktem Brokatkleid, das überreich mit Spitzen besetzt ist. Den feinen Kopf bekrönt eine hochgetürmte, nach oben durch eine Bänder- und Spitzenhaube ihren Abschluss findende Puderfrisur. Sie stützt den schlanken, nackten, linken Unterarm leicht auf einen Stoß Bücher, der neben ihr auf einem Tischchen liegt. Quelle: Lempertz Auktion, Gemälde Alter Meister, Porzellan / Fayence, Katalog 403, Lot 56;Johann Zoffany;Q702272;52.516667;13.383333;53.0;-1.0;51.507222222;-0.1275;41.893055555;12.482777777;48.208333333;16.3725;43.771388888;11.254166666
308753;Tintoretto, Jacopo [Künstler:in];;"Die in Wolken thronende Madonna trägt ein rotes Untergewand, einen blaugrünen Mantel und über dem blonden Haar ein Schleiertuch. Mit der rechten Hand umfaßt sie das auf ihrem Knie stehende Jesuskind, das den rechts knienden, von der linken Hand der Madonna umfaßten Johannesknaben segnet. Heller Wolkenhimmel, lebensgroßes Kniestück. Goldener Rahmen. Gutachten: Bode (""...frühes, treffliches, dem Tizian noch nahestehendes, sehr gut erhaltenes Werk...""). 18.8.28. - A.L. Mayer (""...eigenhändige, sehr charakteristische Arbeit...""). 10.3.1928. Aus Pariser Privatbesitz";Jacopo Tintoretto;Q9319;52.516667;13.383333;45.439722222;12.331944444;null;null;null;null;null;null;null;null
306017;Bonheur, Rosa [Künstler:in];;bezeichnet;Rosa Bonheur;Q241732;52.516667;13.383333;48.856666666;2.352222222;null;null;null;null;null;null;null;null
308775;Courbet, Gustave [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Gustave Courbet;Q34618;52.516667;13.383333;48.856666666;2.352222222;47.105277777;6.143055555;null;null;null;null;null;null
577691;Vlaminck, Maurice de [Künstler:in];;"Bez. unten links: Vlaminck; Terrine mit Deckel, davor Fische auf Papier über braunem Tisch vor violettem Hintergrund. Zwei Flaschen, (blaugrün). Den malerischen Sammelpunkt bilden die schimmernden Fischleiber, an deren Köpfen, Flossen und Kiemen ein wie geschmolzenes feuriges Rot (Karmin), warmes Rosa, Rotbraun und Zinnober. Links in starken Schrägstrichen die Tischkante lichtrosa betont. Die geschmeidige Pinselführung modelliert zugleich die Gegenstände und bindet sie in die meisterhaft abgewogene Komposition.";Maurice de Vlaminck;Q241098;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
308682;Franciabigio [Künstler:in];1520 (um) [Datierung];"Die Madonna in hellrotem Gewand und hellblauem Mantel hält mit der linken Hand das Christuskind, das auf einer steinernen Balustrade sitzt. Vor ihr steht der Johannesknabe mit dem Kreuzstab in der Hand. Helle bewaldete Gebirgslandschaft. Goldener Rahmen. Das Bild ist zur Zeit seiner Entstehung sehr berühmt gewesen, da verschiedene geringwertige Varianten von anderer Hand vorkommen. Gutachten: Voß (""...eigenhändige originale Arbeit Francesco Bigi, genannt Franciabigio...Nur dieses Bild hier, qualitativ bei weitem das höchststehende, kann dem Franciabigio selber zugewiesen werden, dessen charakteristisches Kolorit und Formgepräge es trägt. Es dürfte gegen 1520 gemalt worden sein.""). 23.7.1932. Aus russischem Museumsbesitz.";Franciabigio;Q537712;52.516667;13.383333;43.771388888;11.254166666;null;null;null;null;null;null;null;null
Lost Art ID;Hersteller/Künstler/Autor:in;Datierung;Beschreibung;HerstellerKünstlerAutor:in;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
584390;Chardin, Jean-Baptiste Siméon [Künstler:in];;"Auf der Rückseite Aufkleber mit Inventarnummer und Siegel (sh. PDF ""GoudstikkerArtResearchProject.PDF"").";Jean-Baptiste Siméon Chardin;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
579055;Schönberger, Lorenz Adolf [Künstler:in];1800 [Datierung];Literatur: Hradní Muzeum Český Krumlov (ISBN 978-80-85033-29-8), mit Abb.;Lorenz Adolf Schönberger;Q19569538;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
577863;"Hofer, Karl (1878) (?) [Künstler:in]
Hofer, Karl (1886) (?) [Künstler:in]";;Porträt;;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
451028;Daumier, Honoré [Künstler:in];1846/47 (um) ? [Datierung];"bez. unten rechts: h.D.;Literatur: Maison I - 7";Honoré Daumier;Q187506;52.516667;13.383333;48.856666666;2.352222222;null;null;null;null;null;null;null;null
580670;Liebermann, Max [Künstler:in];;;Max Liebermann;Q158062;52.516667;13.383333;42.5;12.5;52.516666666;13.383333333;52.366666666;4.883333333;51.225555555;6.776666666;48.1375;11.575
586410;Werff, Adriaen van der (Art des/Kopie nach) [Künstler:in];;biblische Szene, starke Hell-Dunkel-Kontraste;Adriaen van der Werff (?);Q368053;52.516667;13.383333;51.225555555;6.776666666;51.92;4.48;null;null;null;null;null;null
578981;Hamilton, Johann Georg de [Künstler:in];1722 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Johann Georg de Hamilton;Q12059431;52.516667;13.383333;52.516666666;13.383333333;50.846666666;4.351666666;48.208333333;16.3725;null;null;null;null
578970;Tamm, Franz Werner von [Künstler:in];1700/1750 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Franz Werner von Tamm;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
583901;"Aelst, Willem van [Künstler:in]
Lelienbergh, Cornelis van [Künstler:in]
Gelder, Nicolaes van (1659) [Künstler:in]
Puytlinck, Christoffel (gen. Trechter) [Künstler:in]";1650/1670 [Datierung];"Stilleven met dode haan, dood konijn en vinkje / Stillleben mit totem Hahn, totem Kaninchen und Fink;auf der Rückseite Aufkleber mit Inventarnummer und Siegel (siehe PDF ""GoudstikkerArtResearchProject.PDF"")";;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
592008;Klimt, Gustav [Künstler:in];1897/98 [Datierung];"nach Weidinger, Nr. 116: Jurisprudenz (Kompositionsentwurf), Datierung: 1897/98, Format: unbekannt, Technik: Öl auf Leinwand, Provenienz: Carl Reininghaus; Galerie H. 0. Miethke, Wien; August und Serena Lederer, Wien (erw. 1905); Erich Lederer, Genf;Ausstellungen: Wien (Secession) 1936, Nr. 4";Gustav Klimt;Q34661;52.516667;13.383333;51.507222222;-0.1275;50.846666666;4.3525;45.439722222;12.331944444;48.208333333;16.3725;43.771388888;11.254166666
573858;Ghislandi, Fra Vittore [Künstler:in];;Brustbild eines jungen Mannes mit roter, pelzverbrämter Mütze auf gepudertem Haar. Brustoffenes weißes Hemd mit Spitzenbesatz, blauer Rock mit rotem Kragen, lose umgeworfener Pelzmantel. Leiche Körperwendung nach rechts, Blick nach vorn gerichtet. Quelle: Lempertz Auktion, Gemälde Alter Meister, Porzellan / Fayence, Katalog 403, Lot 15;Fra Vittore Ghislandi;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
579046;Saler, Charles (Kopie nach) [Künstler:in];1814 [Datierung];Literatur: Hradní Muzeum Český Krumlov (ISBN 978-80-85033-29-8), mit Abb.;Charles Saler (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
306020;Calame, Alexandre [Künstler:in];;rechts Schloss auf Bergkuppe, links Schafe auf Waldweg, bez. A. Calame;Alexandre Calame;Q621994;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
579006;Hamilton, Johann Georg de [Künstler:in];1730 [Datierung];"Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.; The Hamilton Brothers- aristocratic hunting paintings in the 18th Century“, Ludmila Ourodová-Hronková (ISBN 978-80-85033-73-1), mit Abb.";Johann Georg de Hamilton;Q12059431;52.516667;13.383333;52.516666666;13.383333333;50.846666666;4.351666666;48.208333333;16.3725;null;null;null;null
594419;Rotari, Pietro Antonio (Conte) [Künstler:in];;"junge Frau mit einem Jasminzweig; verso ggfs. alte Schlossinventarnummern und Besitzvermerke: Königlich-sächsische Secondogenitur oder Königliche Garde-Meubles-Verwaltung";Pietro Antonio Conte Rotari;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
586856;Matýsek, Petr. P. [Künstler:in];;;Petr P Matýsek;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
585243;"Ostade, Adriaen van [Künstler:in]
Ruysdael, Salomon van [Künstler:in]";1644 [Datierung];"Signiert und datiert 1644; Auf der Rückseite Aufkleber mit Inventarnummer und Siegel.";;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
585616;Ruisdael, Jacob Isaackszoon van [Künstler:in];;"bez. unten rechts: J. Ruisdael; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Jacob Isaackszoon van Ruisdael;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
586477;Teniers, David (2) [Künstler:in];;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;David Teniers;Q405023;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
