Lost Art ID;Hersteller/Künstler/Autor:in;Titel;Datierung;Beschreibung;namen_neu;Q_Nummer;datum_neu;anzahl_artworks
406120;Schuch, Carl [Künstler:in];Olevano / Die steinerne Treppe;1875 [Datierung];verfallene Steintreppe in Olevano, ein Mann mit Mantel über der Schulter geht an Kellereingang vorbei in die Höhe;Carl Schuch;;1875;4.0
583580;Beelt, Cornelis [Künstler:in];Strandszene;;Zahlreiche Personengruppen bewegen sich auf dem Strand und den Ausläufern der Dünen am Rande eines Fischerdorfes, dessen letzte Häuser und Kirche links im Bilde sichtbar werden. Im Mittelpunkt befindet sich ein alter Wartturm. Unbezeichnet.;Cornelis Beelt;Q327395;;1.0
308664;Bisschop, Abraham [Künstler:in];Hühnerhof;;In der Mitte ein schreitender Hahn, daneben vier Hühner. Im Vordergrunde eine Elster. Rechts Blumen, dahinter ein Baumstumpf und Architekturteile mit einem Pilaster. In der Ferne ein Zug Wildenten. Schwarzer Rahmen. Aus norddeutschen Adelsbesitz.;Abraham Bisschop;Q4668793;;1.0
576406;Klein-Chevalier, Friedrich [Künstler:in];Brückenbauer;;Zwei Arbeiter, einen Balken mit der Handsäge durchschneidend. Leinwand. Bezeichnet: Klein-Chevalier;Friedrich Klein-Chevalier;Q19960109;;1.0
534370;Pippel, Otto [Künstler:in];Im Festsaal;;Quelle: PL - AP Wrocław, RW, I/16886.;Otto Pippel;;;1.0
595992;Horemans, Jan Josef (1714) [Künstler:in];Hed afscheid / Der Abschied;;"zur Reise gerüsteter junger Kavalier, im Begriff, Pferd zu besteigen, empfängt, dem Beschauer den Rücken wendend, die letzten Ermahnungen eines Abbés. Hinter ihnen ein Reiter, rechts weinende Frauen. Links zu Pferde ein Diener. Schlossähnliche Architekturkulisse mit Säulenvorbau; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Jan Josef Horemans;Q26777186;;1.0
584914;Koning (Koninck), Philips (de) [Künstler:in];Portret v. e. heer (verm. Broer van Prof. Schooten, Pieter van der Burch, 1625-1691) / Porträt eines Herrren (vermutlich Bruder von Prof. Schooten, Pieter van der Burch, 1625-1691);1656 [Datierung];"Mitte rechts signiert und datiert: P. Koninck/1656; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Philips de Koning Koninck;;1656;2.0
586415;Ruß, Leander [Künstler:in];Brustbild einer Dame;;signiert;Leander Ruß;;;1.0
584359;Bray, Jan de [Künstler:in];Concierge Haarlem´s Stadhuis / Hausmeister des Rathauses;;"Rechts unten Signatur: J. Bray ft.; Auf der Rückseite Aufkleber mit Inventarnummer und Siegel (sh. PDF ""GoudstikkerArtResearchProject.PDF"")";Jan de Bray;Q541789;;2.0
580661;Bengen, Harold [Künstler:in];Schimmel;;;Harold Bengen;Q1585771;;1.0
576263;Faistauer, Anton [Künstler:in];Zwei weibliche Akte;1913 [Datierung];rechts unten bezeichnet: A. Faistauer/13;Anton Faistauer;Q589241;1913;1.0
582647;Matisse, Henri [Künstler:in];Szene mit weiblichen Akten (une scène de femmes nues);;bezeichnet: Matisse;Henri Matisse;Q5589;;2.0
584412;Siberechts, Jan [Künstler:in];Landschap / Landschaft;1669 [Datierung];"Signiert und datiert 1669; Auf der Rückseite Aufkleber mit Inventarnummer und Siegel (sh. PDF ""GoudstikkerArtResearchProject.PDF"")";Jan Siberechts;;1669;5.0
306021;Hondekoeter, Melchior de [Künstler:in];Zwei Falken im Kampf mit einem Hahn und zwei Hühnern;;bez. M. D. Hondecoeter;Melchior de Hondekoeter;;;4.0
579375;Amerling, Friedrich von [Künstler:in];Mädchenkopf;;Brustbild mit lila Gewand, Perlenschnur, Rosenkranz im HaarLiteratur: Günther Probst, Werkverzeichnis von Friedrich von Amerling, 1927, Nr. 1157 (als Besitzerin Malvine Stern erwähnt);Friedrich von Amerling;Q452397;;2.0
530013;Bout und Boudewyns - Art des [Künstler:in];Volksbelustigung auf dem Markte einer italienischen Stadt;;;Bout und Boudewyns - (?);;;1.0
584760;"Giorgione [Künstler:in]
Moretto, Alessandro [Künstler:in]";Manskop / Kopf eines Mannes;;Porträt eines Mannes mit der Hand auf der Brust;Alessandro Giorgione Moretto;;;1.0
580658;Hübner, Ulrich [Künstler:in];Travemünde;;;Ulrich Hübner;Q877843;;2.0
586507;Vollon, Antoine [Künstler:in];Hooibergen / Heuhaufen;;"signiert; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Antoine Vollon;Q587078;;1.0
307981;Beert, Osias (der Jüngere) [Künstler:in];Blumenstück;;Ovaler, brauner Blumenkorb auf Tischplatte, gefüllt mit weißen, rosa und roten vollerblühten Rosen, die zum Teil bereits abfallen. Dunkler Grund. Goldrahmen;Osias Beert the Younger;Q1857977;;1.0
580681;Baum, Paul [Künstler:in];Brücke;;;Paul Baum;Q541671;;1.0
584915;Lairesse, Gerard de [Künstler:in];Hemelvaart Maria / Maria Himmelfahrt;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Gerard de Lairesse;Q533958;;2.0
308697;Highmore, Joseph [Künstler:in];Damenbildnis;;Die lebensgroße Dame, die ein weißes Atlasgewand, lange Locken und eine hellblaue Schleife um den Hals trägt, sitzt nach vorn gewendet und blickt den Beschauer an. Mit beiden Händen hält sie ein reich verziertes ovales Relief mit einer Minervadarstellung. Links Blumenzweige, die von einem Felsvorsprung herabhängen. Rechts Ausblick in einen Park. Goldrahmen. Aus englischen Besitz.;Joseph Highmore;Q1707243;;1.0
595945;Bonington, Richard Parkes [Künstler:in];Venetiaansche Courtisane / Zwei junge Damen;;"zwei junge Damen im weißem bzw. grünem Kleid. Die eine, in einem Armsessel sitzend, spielt Harfe; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Richard Parkes Bonington;Q380395;;3.0
580690;Maclet, Élisée [Künstler:in];Place Voltaire;;;Élisée Maclet;;;1.0
583647;Pohle, Hermann [Künstler:in];Landschaftsstudie;;bezeichnet;Hermann Pohle;Q1430633;;2.0
534383;Erler, Erich [Künstler:in];See im Engadin;;Quelle: PL - AP Wrocław, RW, I/16886.;Erich Erler;Q1352143;;1.0
577677;Camoin, Charles [Künstler:in];Frau vor einer Landschaft (Südlicher Garten);;"bez. unten rechts: Ch. Camoin; hellblau mit dunkelblauem Überwurf bekleidete Dame, einen roten Korb in der linken Hand, rechts vorne auf einer Terrasse, auf deren Brüstung lila Tuch, darauf Teekanne und Fruchtschale. Dunkleres Grün wuchert im Vordergrunde durch die Ballustrade, darüberhin geht der Blick ins Hellgrün des Gartens und hinaus über orangefarben gegebene Ortschaft auf das Meer und weich blauende Berge. Lichter Himmel. Rechts hinter der stehenden Gestalt wächst eine grüne Blätterfolie auf mit lebhaft geschwungenem Umriss.";Charles Camoin;Q968285;;2.0
534378;Herrmann, Hans [Künstler:in];Bachlandschaft;;unter Glas.Quelle: PL - AP Wrocław, RW, I/16886.;Hans Herrmann;Q65915;;1.0
580246;Marc, Franz [Künstler:in];Blaue Pferde;;Quelle: D - LAB, B Rep 025-08, Nr. 11959, 11960, 11961, 11962, 11963/59;Franz Marc;Q44054;;2.0
595991;Hondekoeter, Gillis Claesz. de [Künstler:in];Vogels / Vögel;;"Eine Ente mit Jungen und zwei Hühner; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Gillis Claesz de Hondekoeter;;;1.0
596001;Liss, Johann [Künstler:in];Man met koe / Landschaft;;"Landschaft, im Vordergrund am Boden sitzend Meleager, rechts eine Kuh; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Johann Liss;Q700279;;1.0
584857;Hoguet, Charles [Künstler:in];Herbstmorgen / Herftsmorgen;1840-1870 [Datierung];;Charles Hoguet;Q1064862;1840;1.0
580682;Mohrbutter, Alfred [Künstler:in];Haus (durchgestrichen);;;Alfred Mohrbutter;Q15782364;;1.0
308684;Galliari, Bernardino [Künstler:in];Plafondskizze;1773 (um) [Datierung];"In der Mitte auf Wolken thronend Zeus, umgeben von Göttinnen und schwebenden Putten. Goldener Rahmen. Aus Berliner Privatbesitz. Gutachten: Voß (""…überaus geistreich und frisch behandelt…vom besten piemontesischen Rokokomaler Galliari…zeigt den Künstler auf der vollen Höhe seines koloristisch-malerischen Könnens...""). 24.3.1924. Die Ölskizze stammt aus der gleichen Periode, in der Galliari die Hedwigskirche ausmalte (ca. 1773).";Bernardino Galliari;Q822897;1773 (?);1.0
308700;Ochtervelt, Jacob [Künstler:in];Gesellschaftsszene;;"An einem Tisch, der mit einer Decke bedeckt ist und auf dem sich mehrereToilettegegenstände befinden, sitzt eine vornehme Dame in blauem Atlasrock und hellblauem Seidengewand. Mit der rechten Hand streichelt sie einen Hund, der an ihr emporspringt, und sie wendet sich einem hinter ihr stehenden Herrn zu, der ihr einen Apfel reicht. Links durch die Tür Ausblick in einen Park mit einer Statue. Goldener Rahmen. Gutachten: Bode (""...echtes, charakteristisches und trefflich erhaltenes Werk des Jacob Ochtervelt...""). 8.11.1926";Jacob Ochtervelt;;;2.0
527267;Kowalski-Wierusz, Alfred von [Künstler:in];Gutsherr, auf einem Schimmel über die Heide galoppierend. Zwei Jagdhunde begleiten ihn;;signiert;Alfred von Kowalski-Wierusz;;;1.0
567303;Zuloaga, Ignacio [Künstler:in];Familienporträt, Dame im roten Abendmantel;;Brustbild;Ignacio Zuloaga;Q460198;;1.0
308037;Terbruggen, Hendrik [Künstler:in];Schäferin;1600 (um) [Datierung];Halbfigur eines kokett lächelnden Mädchens in weit ausgeschnittenem sosa Gewand, gelbem Umhang und blauem, mit einer Rose geziertem Strohhut. In der Linken Hirtenstab. Goldrahmen.;Hendrik Terbruggen;;1600 (?);1.0
585619;Ruisdael, Jacob Isaackszoon van [Künstler:in];Boschmeer / Landschaft mit Waldsee;;"in der Mitte ein Boot mit zwei Männern, rechts dahinter das mit Bäumen bestandene Ufer; unten rechts monogrammiert; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Jacob Isaackszoon van Ruisdael;;;4.0
271798;Guillaumin, Armand [Künstler:in];Landschaft mit Wasser;;derzeit keine weiteren Angaben verfügbar;Armand Guillaumin;Q436844;;6.0
586772;Einsle, Anton (?) [Künstler:in];Porträt eines Knaben im weißen Waffenrock;;;Anton Einsle (?);Q589135;;1.0
585173;Moreelse, Paulus [Künstler:in];Adriaen Taets van Amerongen / Heerenportret Adriaen Taets van Amerongen;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Paulus Moreelse;;;2.0
577687;Oudot, Roland [Künstler:in];Obststillleben im Walde (Stillleben in Landschaft);;"Bez. unten links: Roland Oudot; bei großer Form ganz auf Tonwerte gestellte Korb und Tonkrug, Tomaten neben Pfirsischen auch eine Traube, Laubbüschel. Neben dem Korb rechts Steinpilz, der aus dem Waldboden wächst und dem undeutliche eine Gruppe von dünnstieligen Pilzen gesellt ist, hinter denen eine kahle dickstämmige Baumgruppe vor dunklem Gebüsch aufstrebt. Der Mittelgrund gibt den Blick frei auf Dorfhäuser und Kirche, links taucht zwischen belaubten Bäumen ein einzelnes Haus auf, lichtblauer Himmel zu der gedämpft farbigen in Graugrün und Braun gebundenen Stimmung.";Roland Oudot;Q3440199;;3.0
308717;Morland, George [Künstler:in];Landschaft mit Bauerngehöft;1790 [Datierung];In der Mitte Scheune mit offenem Tor. Dahinter ein zweites Haus. Links auf einer kleinen Anhöhe eine Eiche. Im Vordergrund ein Reiter, neben ihm zwei ungesattelte Pferde. Im Mittelgrund mehrere lagernde und stehende Figuren, von denen die eine ein Pferd hält. Bewaldeter Hintergrund. Bezeichnet G. Morland 1790. Goldener Rahmen. Aus französischen Privatbesitz.;George Morland;Q2405427;1790;1.0
405193;Gleizes, Albert Leon [Künstler:in];Landschaft bei Paris / Paysage près de paris / Paysage de Courbevoie;1912 [Datierung];"sign. u. dat. u.l.: Alb. Gleizes /12; Literatur: Paul Küppers, Kubismus, 1920";Albert Leon Gleizes;;1912;1.0
580672;Kaus, Max [Künstler:in];Hafen;;;Max Kaus;Q1912820;;1.0
576405;Herzog, August (?) [Künstler:in];Alpensee;;Quelle: Kunsthaus Heinrich Hahn: Sammlung V. O., Gemälde, Möbel des 18. Jahrhunderts, Metallarbeiten, aus verschiedenem Privatbesitz, Gemälde alter Meister, Gemälde und Handzeichnungen. Auktion vom 07.-08.05.1940 (Katalog Nr. 61). Frankfurt a. M. 1940. Kat. Nr. 35.;August Herzog (?);Q21598054;;1.0
581571;Friedrich, Caspar David [Künstler:in];Vier Segelboote im Mondschein;um 1808 [Datierung];Vier Segelboote im Mondschein. Vorn ein Ruderboote mit sechs Personen. Pendant zu Nr. 88 der Auktion bei der Galerie Fischer, Luzern vom 21.03.1942. Abgebildet bei K. K. Eberlein: C. D. Friedrich, Tafel 73;Caspar David Friedrich;Q104884;1808 (?);5.0
580688;Adrien (?) [Künstler:in];Strandbildchen (durchgestrichen);;;Adrien  (?);Q2825107;;1.0
583603;Hartung, Heinrich (1851) [Künstler:in];Bruchlandschaft im Herbst;;bezeichnet;Heinrich Hartung;Q22341140;;1.0
534371;Ludwig, August [Künstler:in];Der zerbrochene Krug;;Quelle: PL - AP Wrocław, RW, I/16886.;August Ludwig;Q18018513;;1.0
577681;Herbin, Auguste [Künstler:in];Mädchenkopf (Mädchenbildnis);1921 [Datierung];"bez. oben links: Herbin 21; Grundlage des Brustbildes ist eine linear sowie plastisch stark sondierte Gliederung der Komposition, in der die Haarsträhne, die Schleife, Augen, Nase und Mund wie verselbstständigt sind; doch zugleich wird ein Grad von Momentanität erreicht, der in leichter Formverschiebung des Ausdrucks etwas sehr lebendiges erhält; dazu kommt die helle Farbstimmung, das Rosa des Kleides gegenüber dem Weiß der Haarschleife, die gelbbraune Tönung des Haares mit grau-grünlicher Schattierung, die in der Stuhllehne wiederkehrt; braun-rötlich getönter Hintergrund.";Auguste Herbin;;1921;1.0
583677;Tiele, ? [Künstler:in];Landschaft mit Rotwild;;bezeichnet;Tiele (?);Q1320869;;1.0
297625;Maes, Nicolaes [Künstler:in];Brustbild eines Mädchens / einer jungen Dame;1651/1700 [Datierung];"lächelnd, fast reine Faceansicht, weißes Kleid, Goldborte, tiefer Ausschnitt, weinroter Atlasmantel, dunkler Grund, rechts Ausblick in leuchtende Abendlandschaft, eigentl. für ovalen Rahmen; unsichere Zuschreibung; Ausstellung von Bildnissen, Berlin 1909, Nr. 74";Nicolaes Maes;Q505150;1651;4.0
585611;Ruysdael, Salomon van [Künstler:in];Valkhof / Valkhof bij Nijmegen;;"auf der Rückseite Aufkleber mit Inventarnummer und Siegel; signiert mit Monogramm";Salomon van Ruysdael;Q247005;;1.0
308665;Boel, Pieter [Künstler:in];Jagdstilleben;1637 [Datierung];In der Mitte ein herabhängender toter Schwan und ein Reh, rechts unten ein liegender Hase sowie Geflügel. Links ein Blumenstrauß, eine Metallene Schüssel, ein Krug sowie zwei stehende Hunde. Bezeichnet in der Mitte links am Sockel an der steinernen Säule P. Boel und datiert 1637. Goldener Rahmen.;Pieter Boel;Q2241666;1637;1.0
580689;Wollheim, Gert [Künstler:in];Nurmi;;;Gert Wollheim;;;1.0
303933;Schreyer, Adolf [Künstler:in];Troykagespann vor Schenke / Pferdeschlitten vor Schuppen;1860 [Datierung];;Adolf Schreyer;Q364184;1860;2.0
583911;Bassano, Leandro [Künstler:in];Voetwassching / Fußwaschung;;"auf der Rückseite Aufkleber mit Inventarnummer und Siegel (siehe PDF ""GoudstikkerArtResearchProject.PDF"")";Leandro Bassano;Q1349666;;2.0
405197;Mondrian, Piet [Künstler:in];Neoplasticisme / Schilderij Nr. 2;1926 [Datierung];signiert rechts unten PM 26, blau, gelb, schwarz, verschiedene hellgraue und weiße Töne;Piet Mondrian;;1926;1.0
613359;Heyden, Jan van der [Künstler:in];Ansicht der Jesuitenkirche von Düsseldorf;1667 [Datierung];;Jan van der Heyden;Q370567;1667;1.0
613366;Keller, Albert von [Künstler:in];Interieur Schloss Schleissheim;;;Albert von Keller;;;7.0
613367;Veth, Jan Pieter [Künstler:in];Georg Ascher;;derzeit keine weiteren Angaben verfügbar;Jan Pieter Veth;;;1.0
613400;Beckmann, Max [Künstler:in];Kleine Landschaft, Viareggio;;Signiert: Beckmann F 25;Max Beckmann;Q164683;;1.0
619155;Baluschek, Hans [Künstler:in];Eisenwalzwerk;1910 [Datierung];;Hans Baluschek;;1910;1.0
619338;Burger, Anton [Künstler:in];Auf der Jagd;1862 [Datierung];Zwei Jäger mit Hunden in Dünenlandschaft, zwei Kinder als Zuschauer. Rechts unten bezeichnet: A. Burger 62;Anton Burger;;1862;1.0
619339;Scholderer, Otto [Künstler:in];Stillleben;;Ein Körbchen mit Kirschen, ein Glas Weißwein, zwei Birnen und drei Aprikosen auf Teller. Rechts unten voll bezeichnet;Otto Scholderer;Q465304;;1.0
619343;Cuyp, Aelbert [Künstler:in];Stehender Hahn und vier Hühner;;Der schwarze Hahn steht in der Mitte nach links im Profil, links vor ihm drei helle Hühner, rechts vorn ein viertes dunkles. Bezeichnet links unten: A. Cuyp.;Aelbert Cuyp;Q313194;;1.0
616200;Velde, Adriaen van de [Künstler:in];Landschaft;;derzeit keine weiteren Angaben verfügbar;Adriaen van de Velde;Q367741;;2.0
616202;Winterhalter, Franz Xaver [Künstler:in];Damen beim Lesen eines Briefes;;oval;Franz Xaver Winterhalter;Q168659;;2.0
616160;Brodszky, Sándor [Künstler:in];Frau im roten Kleid;;oval;Sándor Brodszky;Q7665260;;1.0
616162;Canon, Hans [Künstler:in];Kopf eines Mannes;;derzeit keine weiteren Angaben verfügbar;Hans Canon;Q673664;;2.0
616164;Thomas, Grosvenor [Künstler:in];Alte Mühle;;derzeit keine weiteren Angaben verfügbar;Grosvenor Thomas;Q1547571;;1.0
616169;La Hire, Laurent de [Künstler:in];Die ruhende Heilige Familie;;derzeit keine weiteren Angaben verfügbar;Laurent de La Hire;;;2.0
616175;Fragonard, Jean-Honoré [Künstler:in];Eine Frau (allegorische Figur oder ein Porträt);;derzeit keine weiteren Angaben verfügbar;Jean-Honoré Fragonard;Q127171;;2.0
616178;Haité, George Charles [Künstler:in];Landschaft mit Windmühle;;derzeit keine weiteren Angaben verfügbar;George Charles Haité;Q5537833;;1.0
616182;Markó, Ferenc [Künstler:in];Sumpfgebiete;;derzeit keine weiteren Angaben verfügbar;Ferenc Markó;Q18602858;;1.0
616170;"Giorgione (Stil von) [Künstler:in]
De'Pitati, Bonifacio [Künstler:in]";Christus und die Ehebrecherin;1501/1600 [Datierung];Komposition mit vielen Figuren;Bonifacio Giorgione De (?);;1501;1.0
616185;Munkácsy, Mihály von [Künstler:in];Schule von Colpach;1875 [Datierung];;Mihály von Munkácsy;;1875;1.0
616189;Peters, Matthew William [Künstler:in];Porträt eines Mannes mit Büchern;;Möglicherweise lebensgroß;Matthew William Peters;;;1.0
616191;Ribot, Théodule [Künstler:in];Verbinden eines Verwundeten;;derzeit keine weiteren Angaben verfügbar;Théodule Ribot;Q20743642;;3.0
615894;Aelst, Willem van [Künstler:in];Memento mori;;Hahn: darstellend reiche Barock-Wanduhr, Totenschädel und Rosen. Mit lateinischer Inschrift.Koch: Zweimal schenkte er [der Onkel Louis Koch] mir wertvolle Bilder, die einige Todessymbole zeigten und die er zufällig erworben hatte.;Willem van Aelst;Q553273;;1.0
615903;Roederstein, Ottilie Wilhelmine [Künstler:in];Früchtestilleben;1913 [Datierung];Hahn: Bezeichnet: O. W. Roederstein, Hofheim 1913.;Ottilie Wilhelmine Roederstein;;1913;2.0
616485;Duvieux [Künstler:in];Vue sur la Seine / Blick auf die Seine;;Links signiert;Duvieux;Q106705273;;1.0
616486;Legros, Alphonse [Künstler:in];Rue du Vieux Paris;;Rechts signiert;Alphonse Legros;Q957538;;1.0
616487;Mondelet [Künstler:in];Coupole du Val de Grâce / Kuppel des Val de Grâce;;"Signiert und datiert 18...; Kuppel des Val de Grâce, Blick auf die Rue de l'Abbée de l'Epée zwischen dem Boulevard Saint-Michel und der Rue Saint Jacques";Mondelet;Q105083298;;1.0
615005;Vuillard, Edouard [Künstler:in];Loge de Balcon à l'Opéra / Balkonloge an der Oper;1899 [Datierung];Signiert: E. VUILLARD;Edouard Vuillard;Q65363129;1899;1.0
615075;Brianchon, Maurice [Künstler:in];Titel unbekannt;1901/1945 [Datierung];derzeit keine weiteren Angaben verfügbar;Maurice Brianchon;;1901;1.0
616502;Hondecoeter, Hans Claesz. de (zugeschrieben) [Künstler:in];Volatile dans un paysage / Geflügel in einer Landschaft;;;Hans Claesz de Hondecoeter (?);;;1.0
616504;Forain, Jean-Louis [Künstler:in];La visite matinale / Der morgendliche Besuch;;;Jean-Louis Forain;Q719614;;2.0
616507;Bonigton (zugeschrieben/attributed) [Künstler:in];Vue de ville animée (Hollande) / Belebte Stadtansicht (Holland);;Rechts signiert;Bonigton attributed (?);;;1.0
616514;Cornilliet, Jules [Künstler:in];Plaisirs d'été / Sommerfreuden;1867 [Datierung];"Signiert auf der linken Seite und datiert ""1867"".";Jules Cornilliet;Q20069380;1867;1.0
616515;Couture, Thomas [Künstler:in];Le triomphe de la jeunesse / Der Triumph der Jugend;;Signiert mit den Initialen auf der rechten Seite;Thomas Couture;Q326434;;4.0
616519;Dedreux, Alfred [Künstler:in];L'Amazone à la jupe verte / Die Amazone mit dem grünen Rock;;;Alfred Dedreux;;;6.0
Lost Art ID;Hersteller/Künstler/Autor:in;Titel;Datierung;Beschreibung;HerstellerKünstlerAutor:in;;Datierung;3.0
616525;Dedreux, Alfred (zugeschrieben) [Künstler:in];Les deux cavaliers / Die zwei Reiter;;Rechts signiert;Alfred Dedreux (?);;;1.0
616528;Devéria, Eugène [Künstler:in];L'examen des matrones / Die Prüfung der Matronen;;;Eugène Devéria;Q676001;;1.0
616534;Franquelin, Jean Augustin [Künstler:in];Grisettes faisant leur ménage / Grisettes bei der Hausarbeit;;derzeit keine weiteren Angaben verfügbar;Jean Augustin Franquelin;Q1684598;;1.0
616535;Galbert [Künstler:in];Portrait de femme souriante, en buste / Porträt einer lächelnden Frau, Brustbild;1878 [Datierung];derzeit keine weiteren Angaben verfügbar;Galbert;Q3094552;1878;1.0
616537;Giraud, Victor [Künstler:in];Portrait d'Henri Regnault / Porträt von Henri Regnault;;Links signiert;Victor Giraud;Q728030;;1.0
616538;Giraud, Eugéne [Künstler:in];Napoléon III décernant des décorations / Napoleon III. bei der Verleihung von Auszeichnungen;;Rechts signiert;Eugéne Giraud;;;1.0
616543;Gœneutte, Norbert (zugeschrieben) [Künstler:in];Boulevard de Clichy;;derzeit keine weiteren Angaben verfügbar;Norbert Gœneutte (?);;;1.0
616547;Hervier, Adolphe [Künstler:in];Vieilles maisons /Alte Häuser;;Rechts signiert;Adolphe Hervier;Q18507690;;1.0
616548;Julliard, G. [Künstler:in];Au théâtre / Im Theater;;Links signiert;G Julliard;;;1.0
616549;Landseer [Künstler:in];Vue sur la Seine et le Louvre / Blick auf die Seine und den Louvre;;"Signiert auf der rechten Seite und datiert ""72"".";Landseer;Q38950;;1.0
616550;Lecaron, Jules Achilles [Künstler:in];La danse à la campagne / Tanz auf dem Land;;Rechts signiert;Jules Achilles Lecaron;;;1.0
616552;Minartz [Künstler:in];Au café conc' / Im Café conc';;Rechts signiert;Minartz;Q72308450;;1.0
574862;Steffeck, Carl Constantin Heinrich [Künstler:in];Reitpferd im Stall;;bez.: K. St.gesattelt steht der Fuchs nach rechts vor grauer Mauer;Carl Constantin Heinrich Steffeck;Q896573;;2.0
583658;Schmitz-Pleis, C. [Künstler:in];Interieur mit sitzender Frau;;bezeichnet;C Schmitz-Pleis;;;2.0
586509;Vosmaer, Daniel [Künstler:in];Ruines na den brand te Delft / Ruinen nach dem Brand von Delft;1654 [Datierung];auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Daniel Vosmaer;Q553098;1654;1.0
469958;El Greco [Künstler:in];Apostelkopf;;gerahmt, als Originalarbeit von Greco in Sevilla erworben;El Greco;Q301;;1.0
308797;Bemmel, Willem von [Künstler:in];Winterlandschaft;;;Willem von Bemmel;;;2.0
573860;Giordano, Luca [Künstler:in];Flora;;Bustbild eines Mädchens im kindlichen Alter, der Kopf links seitwärts geneigt, einen Kranz lebhaft farbiger Blumen im dunklen Lockenhaar. Leicht übergeworfenes rotbraunes Kleid, Palmzweig in der zur Brust erhobenen Rechten. Quelle: Lempertz Auktion, Gemälde Alter Meister, Porzellan / Fayence, Katalog 403, Lot 17;Luca Giordano;Q332494;;1.0
475816;Menzel, Adolph [Künstler:in];Drei Spielende Hunde (Hundestudien);1854 [Datierung];bez. o. l.: A. Menzel 54;Adolph Menzel;Q50116396;1854;3.0
586499;Velde, Willem van de (1633) [Künstler:in];Storm / Schiffe im Seesturm;;"eine schon stark mitgenommene Fregatte mit teilweise gesplitterten Masten wird vom Sturm auf Felsklippen links geworfen. Rechts vorn ein Segelboot, das sich aus der Brandung heraushält; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Willem van de Velde;Q1219458;;1.0
576419;Rumpf, Paul Emil [Künstler:in];Vierspänner;;"Quelle: D - HHStaW, Abt. 460 LG Ffm 2 WiK 6223D - HHStaW, Abt. 460 LG Ffm 2 WiK 6223; ""Aufstellung, über das in der Villa des Herrn Rudolf von Goldschmidt-Rothschild, Königstein in Taunus gewesene Inventar usw."" S.9. In: D - HHStaW, Abt. 460, LG Ffm 2 WiK 3357-58.";Paul Emil Rumpf;;;2.0
582646;Laurencin, Marie [Künstler:in];Frauenporträt (portrait de femme);;bezeichnet: M. Laurencin;Marie Laurencin;Q233088;;3.0
596161;Schalcken, Godfried [Künstler:in];Vrouw met kaars / Mädchenbildnis;;"auf der Rückseite Aufkleber mit Inventarnummer und Siegel; aus einer Fensterbrüstung mit rotem Vorhang und Weinlaub lehnt sich ein junges Mädchen mit brennender Kerze in der Hand. Unter der Brüstung ein stuckierter Puttenfries. Rechts ein Vogelbauer";Godfried Schalcken;Q874868;;2.0
416174;Lessing, Karl Friedrich [Künstler:in];Am Wachtfeuer (Soldaten am Feuer);;;Karl Friedrich Lessing;Q821537;;1.0
460545;Wislicenus, Max [Künstler:in];Abend / Frauenakt am Wasser;;links unten signiert;Max Wislicenus;Q112218;;1.0
596171;de Wit (de Witte), ? [Künstler:in];klein plafond / Kleine Decke;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;de Wit de Witte (?);;;1.0
302420;Hagen, Theodor Joseph [Künstler:in];Kapelle bei Nideggen (Eifel) / Kirchhof;;links unten signiert;Theodor Joseph Hagen;;;1.0
308706;Longhi, Pietro [Künstler:in];Musikszene;;"In einem Gemach sitzt in der Mitte eine hellgekleidete Dame an einem Spinett. Neben ihr steht vor einem grünen Vorhang ein schwarzgekleideter singender Herr. Links auf Stühlen und auf einem Sofa zwei Herren und drei Damen, zum Teil maskiert. Im Hintergrund an der Wand ein venezianischer Spiegel. Goldener Rahmen. Gutachten: Bode (""...echtes, charakteristisches Werk...gut erhalten...""). Aus italienischen Besitz.";Pietro Longhi;Q447058;;1.0
584353;Bordone, Paris [Künstler:in];Mansportret /Bildnis eines jungen Mannes;;"Auf der Rückseite Aufkleber mit Inventarnummer und Siegel (sh. PDF ""GoudstikkerArtResearchProject.PDF"").";Paris Bordone;;;1.0
576173;Rubens, Peter Paul [Künstler:in];Porträt von vier Geschwistern;;"signiert; vier Geschwister als Kinder; ein großes PorträtQuelle: WGA Akte";Peter Paul Rubens;Q5599;;1.0
